Subject	Object	IRI	DiseaseLocation	Direct	Inherited
HP:0004364	Abnormal circulating nitrogen compound concentration	http://purl.obolibrary.org/obo/HP_0004364		0	63
HP:0004370	Abnormality of temperature regulation	http://purl.obolibrary.org/obo/HP_0004370		11	13
HP:0004371	Abnormality of glycosaminoglycan metabolism	http://purl.obolibrary.org/obo/HP_0004371		1	0
HP:0004372	Reduced consciousness	http://purl.obolibrary.org/obo/HP_0004372		0	14
HP:0004374	Hemiplegia/hemiparesis	http://purl.obolibrary.org/obo/HP_0004374		0	3
HP:0004378	Abnormality of the anus	http://purl.obolibrary.org/obo/HP_0004378		0	10
HP:0004381	Supravalvular aortic stenosis	http://purl.obolibrary.org/obo/HP_0004381		0	0
HP:0004384	Type I truncus arteriosus	http://purl.obolibrary.org/obo/HP_0004384		0	0
HP:0004386	Gastrointestinal inflammation	http://purl.obolibrary.org/obo/HP_0004386		0	5
HP:0004390	Hamartomatous polyposis	http://purl.obolibrary.org/obo/HP_0004390		0	0
HP:0004394	Multiple gastric polyps	http://purl.obolibrary.org/obo/HP_0004394		0	0
HP:0004398	Peptic ulcer	http://purl.obolibrary.org/obo/HP_0004398		10	0
HP:0004401	Meconium ileus	http://purl.obolibrary.org/obo/HP_0004401		0	0
HP:0004406	Spontaneous, recurrent epistaxis	http://purl.obolibrary.org/obo/HP_0004406		0	0
HP:0004408	Abnormality of the sense of smell	http://purl.obolibrary.org/obo/HP_0004408		7	2
HP:0004411	Deviated nasal septum	http://purl.obolibrary.org/obo/HP_0004411		4	0
HP:0004415	Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415		0	0
HP:0004418	Thrombophlebitis	http://purl.obolibrary.org/obo/HP_0004418		7	0
HP:0004419	Recurrent thrombophlebitis	http://purl.obolibrary.org/obo/HP_0004419		0	0
HP:0004420	Arterial thrombosis	http://purl.obolibrary.org/obo/HP_0004420		6	0
HP:0004421	Elevated systolic blood pressure	http://purl.obolibrary.org/obo/HP_0004421		2	0
HP:0004430	Severe combined immunodeficiency	http://purl.obolibrary.org/obo/HP_0004430		0	0
HP:0004431	Reduced circulating complement concentration	http://purl.obolibrary.org/obo/HP_0004431		0	0
HP:0004439	Craniofacial dysostosis	http://purl.obolibrary.org/obo/HP_0004439		0	0
HP:0004440	Coronal craniosynostosis	http://purl.obolibrary.org/obo/HP_0004440		0	0
HP:0004442	Sagittal craniosynostosis	http://purl.obolibrary.org/obo/HP_0004442		19	0
HP:0004443	Lambdoidal craniosynostosis	http://purl.obolibrary.org/obo/HP_0004443		0	0
HP:0004444	Spherocytosis	http://purl.obolibrary.org/obo/HP_0004444		0	0
HP:0004448	Fulminant hepatic failure	http://purl.obolibrary.org/obo/HP_0004448		0	0
HP:0004453	Overfolding of the superior helices	http://purl.obolibrary.org/obo/HP_0004453		0	0
HP:0004467	Preauricular pit	http://purl.obolibrary.org/obo/HP_0004467		0	0
HP:0004474	Persistent open anterior fontanelle	http://purl.obolibrary.org/obo/HP_0004474		0	0
HP:0004481	Progressive macrocephaly	http://purl.obolibrary.org/obo/HP_0004481		0	0
HP:0004482	Relative macrocephaly	http://purl.obolibrary.org/obo/HP_0004482		0	0
HP:0004484	Craniofacial asymmetry	http://purl.obolibrary.org/obo/HP_0004484		0	0
HP:0004488	Macrocephaly at birth	http://purl.obolibrary.org/obo/HP_0004488		0	0
HP:0004532	Sacral hypertrichosis	http://purl.obolibrary.org/obo/HP_0004532		0	0
HP:0004552	Scarring alopecia of scalp	http://purl.obolibrary.org/obo/HP_0004552	UBERON:0000014	0	0
HP:0004554	Generalized hypertrichosis	http://purl.obolibrary.org/obo/HP_0004554		0	0
HP:0004566	Pear-shaped vertebrae	http://purl.obolibrary.org/obo/HP_0004566		0	0
HP:0004602	Cervical C2/C3 vertebral fusion	http://purl.obolibrary.org/obo/HP_0004602		0	0
HP:0004605	Absent vertebral body mineralization	http://purl.obolibrary.org/obo/HP_0004605		0	0
HP:0004619	Lumbar kyphoscoliosis	http://purl.obolibrary.org/obo/HP_0004619		0	0
HP:0004626	Lumbar scoliosis	http://purl.obolibrary.org/obo/HP_0004626		0	0
HP:0004684	Talipes valgus	http://purl.obolibrary.org/obo/HP_0004684		0	0
HP:0004691	2-3 toe syndactyly	http://purl.obolibrary.org/obo/HP_0004691		0	0
HP:0004692	4-5 toe syndactyly	http://purl.obolibrary.org/obo/HP_0004692		0	0
HP:0004696	Talipes cavus equinovarus	http://purl.obolibrary.org/obo/HP_0004696		0	0
HP:0004719	Hyperechogenic kidneys	http://purl.obolibrary.org/obo/HP_0004719		0	0
HP:0004724	Calcium nephrolithiasis	http://purl.obolibrary.org/obo/HP_0004724		1	3
HP:0004729	Acute tubulointerstitial nephritis	http://purl.obolibrary.org/obo/HP_0004729		4	0
HP:0004743	Chronic tubulointerstitial nephritis	http://purl.obolibrary.org/obo/HP_0004743		1	0
HP:0004751	Paroxysmal ventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004751		1	0
HP:0004755	Supraventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004755		2	1
HP:0004757	Paroxysmal atrial fibrillation	http://purl.obolibrary.org/obo/HP_0004757		3	0
HP:0004758	Effort-induced polymorphic ventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004758		0	0
HP:0004763	Paroxysmal supraventricular tachycardia	http://purl.obolibrary.org/obo/HP_0004763		1	0
HP:0004764	Myxomatous mitral valve degeneration	http://purl.obolibrary.org/obo/HP_0004764		0	0
HP:0004783	Duodenal polyposis	http://purl.obolibrary.org/obo/HP_0004783		0	0
HP:0004787	Fulminant hepatitis	http://purl.obolibrary.org/obo/HP_0004787		0	0
HP:0004789	Lactose intolerance	http://purl.obolibrary.org/obo/HP_0004789		0	0
HP:0004796	Gastrointestinal obstruction	http://purl.obolibrary.org/obo/HP_0004796		5	0
HP:0004798	Recurrent infection of the gastrointestinal tract	http://purl.obolibrary.org/obo/HP_0004798		0	0
HP:0004804	Congenital hemolytic anemia	http://purl.obolibrary.org/obo/HP_0004804		1	0
HP:0004839	Pyropoikilocytosis	http://purl.obolibrary.org/obo/HP_0004839		0	0
HP:0004840	Hypochromic microcytic anemia	http://purl.obolibrary.org/obo/HP_0004840		0	0
HP:0004841	Reduced factor XII activity	http://purl.obolibrary.org/obo/HP_0004841		0	0
HP:0004845	Acute monocytic leukemia	http://purl.obolibrary.org/obo/HP_0004845		0	0
HP:0004854	Intermittent thrombocytopenia	http://purl.obolibrary.org/obo/HP_0004854		0	0
HP:0004855	Reduced protein S activity	http://purl.obolibrary.org/obo/HP_0004855		0	0
HP:0004856	Normochromic microcytic anemia	http://purl.obolibrary.org/obo/HP_0004856		0	0
HP:0004860	Thiamine-responsive megaloblastic anemia	http://purl.obolibrary.org/obo/HP_0004860		0	0
HP:0004866	Impaired ADP-induced platelet aggregation	http://purl.obolibrary.org/obo/HP_0004866		0	0
HP:0004872	Incisional hernia	http://purl.obolibrary.org/obo/HP_0004872		1	0
HP:0004875	Neonatal inspiratory stridor	http://purl.obolibrary.org/obo/HP_0004875		0	0
HP:0004887	Respiratory failure requiring assisted ventilation	http://purl.obolibrary.org/obo/HP_0004887		1	0
HP:0004898	Persistent lactic acidosis	http://purl.obolibrary.org/obo/HP_0004898		0	0
HP:0004900	Severe lactic acidosis	http://purl.obolibrary.org/obo/HP_0004900		0	0
HP:0004902	Congenital lactic acidosis	http://purl.obolibrary.org/obo/HP_0004902		0	0
HP:0004925	Chronic lactic acidosis	http://purl.obolibrary.org/obo/HP_0004925		0	0
HP:0004927	Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927		0	0
HP:0004933	Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933		0	0
HP:0004935	Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935		0	0
HP:0004936	Venous thrombosis	http://purl.obolibrary.org/obo/HP_0004936		9	27
HP:0004944	Dilatation of the cerebral artery	http://purl.obolibrary.org/obo/HP_0004944		0	0
HP:0004950	Peripheral arterial stenosis	http://purl.obolibrary.org/obo/HP_0004950		19	0
HP:0004955	Generalized arterial tortuosity	http://purl.obolibrary.org/obo/HP_0004955		0	0
HP:0004969	Peripheral pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004969		0	0
HP:0004970	Ascending tubular aorta aneurysm	http://purl.obolibrary.org/obo/HP_0004970		17	0
HP:0004972	Elevated mean arterial pressure	http://purl.obolibrary.org/obo/HP_0004972		0	0
HP:0004976	Knee dislocation	http://purl.obolibrary.org/obo/HP_0004976		2	0
HP:0004991	Rhizomelic arm shortening	http://purl.obolibrary.org/obo/HP_0004991		0	0
HP:0005008	Large joint dislocations	http://purl.obolibrary.org/obo/HP_0005008		0	0
HP:0005026	Mesomelic/rhizomelic limb shortening	http://purl.obolibrary.org/obo/HP_0005026		0	0
HP:0005033	Distal ulnar hypoplasia	http://purl.obolibrary.org/obo/HP_0005033		0	0
HP:0005085	Limited knee flexion/extension	http://purl.obolibrary.org/obo/HP_0005085		0	0
HP:0005092	Streaky metaphyseal sclerosis	http://purl.obolibrary.org/obo/HP_0005092		0	0
HP:0005101	High-frequency hearing impairment	http://purl.obolibrary.org/obo/HP_0005101		11	0
HP:0005116	Arterial tortuosity	http://purl.obolibrary.org/obo/HP_0005116		0	0
HP:0005117	Elevated diastolic blood pressure	http://purl.obolibrary.org/obo/HP_0005117		0	0
HP:0005120	Abnormal cardiac atrium morphology	http://purl.obolibrary.org/obo/HP_0005120		0	0
HP:0005132	Pericardial constriction	http://purl.obolibrary.org/obo/HP_0005132		0	0
HP:0005133	Right ventricular dilatation	http://purl.obolibrary.org/obo/HP_0005133		0	0
HP:0005157	Concentric hypertrophic cardiomyopathy	http://purl.obolibrary.org/obo/HP_0005157		0	0
HP:0005164	Dysplastic pulmonary valve	http://purl.obolibrary.org/obo/HP_0005164		0	0
HP:0005165	Shortened PR interval	http://purl.obolibrary.org/obo/HP_0005165		0	0
HP:0005168	Elevated right atrial pressure	http://purl.obolibrary.org/obo/HP_0005168		0	0
HP:0005180	Tricuspid regurgitation	http://purl.obolibrary.org/obo/HP_0005180		0	0
HP:0005181	Premature coronary artery atherosclerosis	http://purl.obolibrary.org/obo/HP_0005181		0	0
HP:0005184	Prolonged QTc interval	http://purl.obolibrary.org/obo/HP_0005184		3	0
HP:0005206	Pancreatic pseudocyst	http://purl.obolibrary.org/obo/HP_0005206		1	0
HP:0005208	Secretory diarrhea	http://purl.obolibrary.org/obo/HP_0005208		0	0
HP:0005224	Rectal abscess	http://purl.obolibrary.org/obo/HP_0005224		5	0
HP:0005230	Biliary tract obstruction	http://purl.obolibrary.org/obo/HP_0005230		0	0
HP:0005241	Total intestinal aganglionosis	http://purl.obolibrary.org/obo/HP_0005241		0	0
HP:0005257	Thoracic hypoplasia	http://purl.obolibrary.org/obo/HP_0005257		0	56
HP:0005268	Miscarriage	http://purl.obolibrary.org/obo/HP_0005268		12	0
HP:0005280	Depressed nasal bridge	http://purl.obolibrary.org/obo/HP_0005280		2	0
HP:0005281	Hypoplastic nasal bridge	http://purl.obolibrary.org/obo/HP_0005281		0	0
HP:0005288	Abnormal nostril morphology	http://purl.obolibrary.org/obo/HP_0005288		2	5
HP:0005294	Arterial dissection	http://purl.obolibrary.org/obo/HP_0005294		0	0
HP:0005310	Large vessel vasculitis	http://purl.obolibrary.org/obo/HP_0005310		0	0
HP:0005317	Increased pulmonary vascular resistance	http://purl.obolibrary.org/obo/HP_0005317		0	0
HP:0005328	Progeroid facial appearance	http://purl.obolibrary.org/obo/HP_0005328		0	0
HP:0005345	Abnormal vena cava morphology	http://purl.obolibrary.org/obo/HP_0005345		0	0
HP:0005352	Severe T-cell immunodeficiency	http://purl.obolibrary.org/obo/HP_0005352		0	0
HP:0005359	Aplasia of the thymus	http://purl.obolibrary.org/obo/HP_0005359		1	0
HP:0005387	Combined immunodeficiency	http://purl.obolibrary.org/obo/HP_0005387		0	0
HP:0005446	Obtuse angle of mandible	http://purl.obolibrary.org/obo/HP_0005446		0	0
HP:0005458	Premature closure of fontanelles	http://purl.obolibrary.org/obo/HP_0005458		0	0
HP:0005461	Craniofacial disproportion	http://purl.obolibrary.org/obo/HP_0005461		0	0
HP:0005465	Facial hyperostosis	http://purl.obolibrary.org/obo/HP_0005465		0	0
HP:0005469	Flat occiput	http://purl.obolibrary.org/obo/HP_0005469		0	0
HP:0005474	Decreased calvarial ossification	http://purl.obolibrary.org/obo/HP_0005474		0	0
HP:0005484	Secondary microcephaly	http://purl.obolibrary.org/obo/HP_0005484		0	0
HP:0005487	Prominent metopic ridge	http://purl.obolibrary.org/obo/HP_0005487		0	0
HP:0005508	Monoclonal immunoglobulin M proteinemia	http://purl.obolibrary.org/obo/HP_0005508		0	0
HP:0005518	Increased mean corpuscular volume	http://purl.obolibrary.org/obo/HP_0005518		29	0
HP:0005521	Disseminated intravascular coagulation	http://purl.obolibrary.org/obo/HP_0005521		0	0
HP:0005528	Bone marrow hypocellularity	http://purl.obolibrary.org/obo/HP_0005528		0	0
HP:0005532	Macrocytic dyserythropoietic anemia	http://purl.obolibrary.org/obo/HP_0005532		0	0
HP:0005541	Congenital agranulocytosis	http://purl.obolibrary.org/obo/HP_0005541		0	0
HP:0005562	Multiple renal cysts	http://purl.obolibrary.org/obo/HP_0005562		2	0
HP:0005565	Reduced renal corticomedullary differentiation	http://purl.obolibrary.org/obo/HP_0005565		0	0
HP:0005593	Macular hypopigmented whorls, streaks, and patches	http://purl.obolibrary.org/obo/HP_0005593		0	0
HP:0005599	Hypopigmentation of hair	http://purl.obolibrary.org/obo/HP_0005599		0	20
HP:0005605	Large cafe-au-lait macules with irregular margins	http://purl.obolibrary.org/obo/HP_0005605		0	0
HP:0005609	Gallbladder dysfunction	http://purl.obolibrary.org/obo/HP_0005609		6	0
HP:0005612	Arthrogryposis-like hand anomaly	http://purl.obolibrary.org/obo/HP_0005612		0	0
HP:0005613	Aplasia/hypoplasia of the femur	http://purl.obolibrary.org/obo/HP_0005613		0	0
HP:0005616	Accelerated skeletal maturation	http://purl.obolibrary.org/obo/HP_0005616		16	0
HP:0005639	Hyperextensible hand joints	http://purl.obolibrary.org/obo/HP_0005639		0	0
HP:0005656	Positional foot deformity	http://purl.obolibrary.org/obo/HP_0005656		0	7
HP:0005659	Thoracic kyphoscoliosis	http://purl.obolibrary.org/obo/HP_0005659		0	0
HP:0005707	Bilateral triphalangeal thumbs	http://purl.obolibrary.org/obo/HP_0005707		0	0
HP:0005709	2-3 toe cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0005709		0	0
HP:0005716	Lethal skeletal dysplasia	http://purl.obolibrary.org/obo/HP_0005716		0	0
HP:0005750	Lower-limb joint contracture	http://purl.obolibrary.org/obo/HP_0005750		0	0
HP:0005775	Multiple skeletal anomalies	http://purl.obolibrary.org/obo/HP_0005775		0	0
HP:0005781	Contractures of the large joints	http://purl.obolibrary.org/obo/HP_0005781		0	0
HP:0005815	Supernumerary ribs	http://purl.obolibrary.org/obo/HP_0005815		0	0
HP:0005832	Dysharmonic delayed bone age	http://purl.obolibrary.org/obo/HP_0005832		1	0
HP:0005855	Multiple prenatal fractures	http://purl.obolibrary.org/obo/HP_0005855		0	0
HP:0005864	Pseudoarthrosis	http://purl.obolibrary.org/obo/HP_0005864		0	3
HP:0005873	Polysyndactyly of hallux	http://purl.obolibrary.org/obo/HP_0005873		0	0
HP:0005879	Congenital finger flexion contractures	http://purl.obolibrary.org/obo/HP_0005879		0	0
HP:0005881	Spinal instability	http://purl.obolibrary.org/obo/HP_0005881		0	0
HP:0005912	Biliary atresia	http://purl.obolibrary.org/obo/HP_0005912		0	0
HP:0005914	Aplasia/Hypoplasia involving the metacarpal bones	http://purl.obolibrary.org/obo/HP_0005914		0	0
HP:0005944	Bilateral lung agenesis	http://purl.obolibrary.org/obo/HP_0005944		0	0
HP:0005949	Apneic episodes in infancy	http://purl.obolibrary.org/obo/HP_0005949		0	0
HP:0005957	Breathing dysregulation	http://purl.obolibrary.org/obo/HP_0005957		0	0
HP:0005959	Impaired gluconeogenesis	http://purl.obolibrary.org/obo/HP_0005959		0	0
HP:0005986	Limitation of neck motion	http://purl.obolibrary.org/obo/HP_0005986		0	1
HP:0006000	Ureteral obstruction	http://purl.obolibrary.org/obo/HP_0006000		3	0
HP:0006097	3-4 finger osseus syndactyly	http://purl.obolibrary.org/obo/HP_0006097	UBERON:0001474	0	0
HP:0006101	Finger syndactyly	http://purl.obolibrary.org/obo/HP_0006101	UBERON:0001474	0	0
HP:0006114	Multiple palmar creases	http://purl.obolibrary.org/obo/HP_0006114		2	0
HP:0006118	Shortening of all distal phalanges of the fingers	http://purl.obolibrary.org/obo/HP_0006118		0	0
HP:0006150	Swan neck-like deformities of the fingers	http://purl.obolibrary.org/obo/HP_0006150		0	0
HP:0006159	Mesoaxial hand polydactyly	http://purl.obolibrary.org/obo/HP_0006159		0	0
HP:0006165	Proportionate shortening of all digits	http://purl.obolibrary.org/obo/HP_0006165		0	0
HP:0006278	Ectopic pancreatic tissue	http://purl.obolibrary.org/obo/HP_0006278		0	0
HP:0006283	Multiple unerupted teeth	http://purl.obolibrary.org/obo/HP_0006283		0	0
HP:0006315	Solitary median maxillary central incisor	http://purl.obolibrary.org/obo/HP_0006315		0	0
HP:0006337	Premature eruption of permanent teeth	http://purl.obolibrary.org/obo/HP_0006337		0	0
HP:0006367	Crumpled long bones	http://purl.obolibrary.org/obo/HP_0006367		0	0
HP:0006379	Proximal tibial hypoplasia	http://purl.obolibrary.org/obo/HP_0006379		0	0
HP:0006380	Knee flexion contracture	http://purl.obolibrary.org/obo/HP_0006380		0	0
HP:0006381	Rudimentary fibula	http://purl.obolibrary.org/obo/HP_0006381		0	0
HP:0006385	Short lower limbs	http://purl.obolibrary.org/obo/HP_0006385		0	0
HP:0006402	Distal shortening of limbs	http://purl.obolibrary.org/obo/HP_0006402		0	0
HP:0006433	Radial ray deficiency	http://purl.obolibrary.org/obo/HP_0006433		4	0
HP:0006434	Hypoplasia of proximal radius	http://purl.obolibrary.org/obo/HP_0006434		0	0
HP:0006443	Patellar aplasia	http://purl.obolibrary.org/obo/HP_0006443		0	0
HP:0006466	Ankle flexion contracture	http://purl.obolibrary.org/obo/HP_0006466		0	0
HP:0006467	Limited shoulder movement	http://purl.obolibrary.org/obo/HP_0006467		0	0
HP:0006476	Abnormality of the pancreatic islet cells	http://purl.obolibrary.org/obo/HP_0006476		0	0
HP:0006480	Premature loss of teeth	http://purl.obolibrary.org/obo/HP_0006480		6	0
HP:0006482	Abnormal dental morphology	http://purl.obolibrary.org/obo/HP_0006482		1	5
HP:0006487	Bowing of the long bones	http://purl.obolibrary.org/obo/HP_0006487		0	0
HP:0006493	Aplasia/hypoplasia involving bones of the lower limbs	http://purl.obolibrary.org/obo/HP_0006493		0	1
HP:0006515	Interstitial pneumonitis	http://purl.obolibrary.org/obo/HP_0006515		0	0
HP:0006517	Intraalveolar phospholipid accumulation	http://purl.obolibrary.org/obo/HP_0006517		1	0
HP:0006521	Pulmonary lymphangiectasia	http://purl.obolibrary.org/obo/HP_0006521		0	0
HP:0006530	Abnormal pulmonary interstitial morphology	http://purl.obolibrary.org/obo/HP_0006530		3	0
HP:0006536	Airway obstruction	http://purl.obolibrary.org/obo/HP_0006536		8	0
HP:0006538	Recurrent bronchopulmonary infections	http://purl.obolibrary.org/obo/HP_0006538		0	0
HP:0006548	Pulmonary arteriovenous malformation	http://purl.obolibrary.org/obo/HP_0006548		0	0
HP:0006554	Acute hepatic failure	http://purl.obolibrary.org/obo/HP_0006554		1	0
HP:0006568	Increased hepatic glycogen content	http://purl.obolibrary.org/obo/HP_0006568		2	0
HP:0006571	Reduced number of intrahepatic bile ducts	http://purl.obolibrary.org/obo/HP_0006571		0	0
HP:0006575	Intrahepatic cholestasis with episodic jaundice	http://purl.obolibrary.org/obo/HP_0006575		0	0
HP:0006579	Prolonged neonatal jaundice	http://purl.obolibrary.org/obo/HP_0006579		0	0
HP:0006610	Wide intermamillary distance	http://purl.obolibrary.org/obo/HP_0006610		0	0
HP:0006625	Multifocal breast carcinoma	http://purl.obolibrary.org/obo/HP_0006625		0	0
HP:0006665	Coat hanger sign of ribs	http://purl.obolibrary.org/obo/HP_0006665		0	0
HP:0006677	Prolonged QRS complex	http://purl.obolibrary.org/obo/HP_0006677		0	0
HP:0006682	Premature ventricular contraction	http://purl.obolibrary.org/obo/HP_0006682		2	0
HP:0006685	Endocardial fibrosis	http://purl.obolibrary.org/obo/HP_0006685		0	0
HP:0006687	Aortic tortuosity	http://purl.obolibrary.org/obo/HP_0006687		0	0
HP:0006695	Atrioventricular canal defect	http://purl.obolibrary.org/obo/HP_0006695		2	0
HP:0006699	Premature atrial contractions	http://purl.obolibrary.org/obo/HP_0006699		2	0
HP:0006702	Coronary artery dissection	http://purl.obolibrary.org/obo/HP_0006702		0	0
HP:0006722	Small intestine carcinoid	http://purl.obolibrary.org/obo/HP_0006722		0	0
HP:0006767	Pituitary prolactin cell adenoma	http://purl.obolibrary.org/obo/HP_0006767		4	0
HP:0006789	Mitochondrial encephalopathy	http://purl.obolibrary.org/obo/HP_0006789		0	0
HP:0006829	Severe muscular hypotonia	http://purl.obolibrary.org/obo/HP_0006829		0	0
HP:0006834	Developmental stagnation at onset of seizures	http://purl.obolibrary.org/obo/HP_0006834		0	0
HP:0006846	Acute encephalopathy	http://purl.obolibrary.org/obo/HP_0006846		1	0
HP:0006855	Cerebellar vermis atrophy	http://purl.obolibrary.org/obo/HP_0006855		1	0
HP:0006858	Impaired distal proprioception	http://purl.obolibrary.org/obo/HP_0006858		0	0
HP:0006872	Cerebral hypoplasia	http://purl.obolibrary.org/obo/HP_0006872		0	0
HP:0006879	Pontocerebellar atrophy	http://purl.obolibrary.org/obo/HP_0006879		0	0
HP:0006882	Severe hydrocephalus	http://purl.obolibrary.org/obo/HP_0006882		0	0
HP:0006889	Borderline intellectual disability	http://purl.obolibrary.org/obo/HP_0006889		0	0
HP:0006892	Frontotemporal cerebral atrophy	http://purl.obolibrary.org/obo/HP_0006892		0	0
HP:0006895	Lower limb hypertonia	http://purl.obolibrary.org/obo/HP_0006895		0	0
HP:0006913	Frontal cortical atrophy	http://purl.obolibrary.org/obo/HP_0006913		10	0
HP:0006915	Inability to walk by childhood/adolescence	http://purl.obolibrary.org/obo/HP_0006915		0	0
HP:0006921	Axial muscle stiffness	http://purl.obolibrary.org/obo/HP_0006921		0	0
HP:0006929	Hypoglycemic encephalopathy	http://purl.obolibrary.org/obo/HP_0006929		0	0
HP:0006931	Pericallosal lipoma	http://purl.obolibrary.org/obo/HP_0006931		13	0
HP:0006955	Olivopontocerebellar hypoplasia	http://purl.obolibrary.org/obo/HP_0006955		0	0
HP:0006956	Lateral ventricle dilatation	http://purl.obolibrary.org/obo/HP_0006956		2	0
HP:0006978	Dysmyelinating leukodystrophy	http://purl.obolibrary.org/obo/HP_0006978		0	0
HP:0006986	Upper limb spasticity	http://purl.obolibrary.org/obo/HP_0006986		5	0
HP:0006989	Dysplastic corpus callosum	http://purl.obolibrary.org/obo/HP_0006989		9	0
HP:0007002	Motor axonal neuropathy	http://purl.obolibrary.org/obo/HP_0007002		0	0
HP:0007010	Poor fine motor coordination	http://purl.obolibrary.org/obo/HP_0007010		0	0
HP:0007021	Pain insensitivity	http://purl.obolibrary.org/obo/HP_0007021		1	0
HP:0007023	Antenatal intracerebral hemorrhage	http://purl.obolibrary.org/obo/HP_0007023		0	0
HP:0007033	Cerebellar dysplasia	http://purl.obolibrary.org/obo/HP_0007033		0	0
HP:0007034	Generalized hyperreflexia	http://purl.obolibrary.org/obo/HP_0007034		0	0
HP:0007042	Focal white matter lesions	http://purl.obolibrary.org/obo/HP_0007042		1	0
HP:0007058	Generalized cerebral atrophy/hypoplasia	http://purl.obolibrary.org/obo/HP_0007058		0	0
HP:0007069	Profound static encephalopathy	http://purl.obolibrary.org/obo/HP_0007069		0	0
HP:0007074	Thick corpus callosum	http://purl.obolibrary.org/obo/HP_0007074		10	0
HP:0007083	Hyperactive patellar reflex	http://purl.obolibrary.org/obo/HP_0007083		0	0
HP:0007100	Progressive ventriculomegaly	http://purl.obolibrary.org/obo/HP_0007100		0	0
HP:0007103	Hypointensity of cerebral white matter on MRI	http://purl.obolibrary.org/obo/HP_0007103		3	0
HP:0007105	Infantile encephalopathy	http://purl.obolibrary.org/obo/HP_0007105		0	0
HP:0007109	Periventricular cysts	http://purl.obolibrary.org/obo/HP_0007109		0	0
HP:0007110	Central hypoventilation	http://purl.obolibrary.org/obo/HP_0007110		0	0
HP:0007112	Temporal cortical atrophy	http://purl.obolibrary.org/obo/HP_0007112		2	0
HP:0007126	Proximal amyotrophy	http://purl.obolibrary.org/obo/HP_0007126		0	2
HP:0007129	Cerebellar medulloblastoma	http://purl.obolibrary.org/obo/HP_0007129		0	0
HP:0007133	Progressive peripheral neuropathy	http://purl.obolibrary.org/obo/HP_0007133		0	0
HP:0007141	Sensorimotor neuropathy	http://purl.obolibrary.org/obo/HP_0007141		1	0
HP:0007165	Periventricular heterotopia	http://purl.obolibrary.org/obo/HP_0007165		0	0
HP:0007181	Interosseus muscle atrophy	http://purl.obolibrary.org/obo/HP_0007181		0	0
HP:0007182	Peripheral hypomyelination	http://purl.obolibrary.org/obo/HP_0007182		0	0
HP:0007183	Focal T2 hyperintense basal ganglia lesion	http://purl.obolibrary.org/obo/HP_0007183		0	0
HP:0007185	Loss of consciousness	http://purl.obolibrary.org/obo/HP_0007185		0	6
HP:0007199	Progressive spastic paraparesis	http://purl.obolibrary.org/obo/HP_0007199		0	0
HP:0007204	Diffuse white matter abnormalities	http://purl.obolibrary.org/obo/HP_0007204		0	0
HP:0007207	Photosensitive tonic-clonic seizure	http://purl.obolibrary.org/obo/HP_0007207		0	0
HP:0007210	Lower limb amyotrophy	http://purl.obolibrary.org/obo/HP_0007210		0	0
HP:0007229	Intracerebral periventricular calcifications	http://purl.obolibrary.org/obo/HP_0007229		0	0
HP:0007236	Recurrent subcortical infarcts	http://purl.obolibrary.org/obo/HP_0007236		1	0
HP:0007240	Progressive gait ataxia	http://purl.obolibrary.org/obo/HP_0007240		0	0
HP:0007256	Abnormal pyramidal sign	http://purl.obolibrary.org/obo/HP_0007256		18	0
HP:0007263	Spinocerebellar atrophy	http://purl.obolibrary.org/obo/HP_0007263		0	0
HP:0007266	Cerebral dysmyelination	http://purl.obolibrary.org/obo/HP_0007266		0	0
HP:0007270	Atypical absence seizure	http://purl.obolibrary.org/obo/HP_0007270		1	0
HP:0007272	Progressive psychomotor deterioration	http://purl.obolibrary.org/obo/HP_0007272		0	0
HP:0007277	Paucity of anterior horn motor neurons	http://purl.obolibrary.org/obo/HP_0007277		0	0
HP:0007281	Developmental stagnation	http://purl.obolibrary.org/obo/HP_0007281		1	0
HP:0007305	CNS demyelination	http://purl.obolibrary.org/obo/HP_0007305		0	0
HP:0007313	Cerebral degeneration	http://purl.obolibrary.org/obo/HP_0007313		0	0
HP:0007327	Mixed demyelinating and axonal polyneuropathy	http://purl.obolibrary.org/obo/HP_0007327		0	0
HP:0007328	Impaired pain sensation	http://purl.obolibrary.org/obo/HP_0007328		0	1
HP:0007333	Hypoplasia of the frontal lobes	http://purl.obolibrary.org/obo/HP_0007333		0	0
HP:0007335	Recurrent encephalopathy	http://purl.obolibrary.org/obo/HP_0007335		0	0
HP:0007340	Lower limb muscle weakness	http://purl.obolibrary.org/obo/HP_0007340		0	0
HP:0007354	Amyotrophic lateral sclerosis	http://purl.obolibrary.org/obo/HP_0007354		3	0
HP:0007359	Focal-onset seizure	http://purl.obolibrary.org/obo/HP_0007359		0	0
