Subject	Object	IRI
GO:0097511	dendritic cell dendrite	http://purl.obolibrary.org/obo/GO_0097511
GO:0097512	cardiac myofibril	http://purl.obolibrary.org/obo/GO_0097512
GO:0097524	sperm plasma membrane	http://purl.obolibrary.org/obo/GO_0097524
GO:0097529	myeloid leukocyte migration	http://purl.obolibrary.org/obo/GO_0097529
GO:0097530	granulocyte migration	http://purl.obolibrary.org/obo/GO_0097530
GO:0097534	lymphoid lineage cell migration	http://purl.obolibrary.org/obo/GO_0097534
GO:0097536	thymus epithelium morphogenesis	http://purl.obolibrary.org/obo/GO_0097536
GO:0097553	calcium ion transmembrane import into cytosol	http://purl.obolibrary.org/obo/GO_0097553
GO:0097576	vacuole fusion	http://purl.obolibrary.org/obo/GO_0097576
GO:0097623	potassium ion export across plasma membrane	http://purl.obolibrary.org/obo/GO_0097623
GO:0097642	calcitonin family receptor activity	http://purl.obolibrary.org/obo/GO_0097642
GO:0097644	calcitonin family binding	http://purl.obolibrary.org/obo/GO_0097644
GO:0097648	G protein-coupled receptor complex	http://purl.obolibrary.org/obo/GO_0097648
GO:0097708	intracellular vesicle	http://purl.obolibrary.org/obo/GO_0097708
GO:0097711	ciliary basal body-plasma membrane docking	http://purl.obolibrary.org/obo/GO_0097711
GO:0097712	vesicle targeting, trans-Golgi to periciliary membrane compartment	http://purl.obolibrary.org/obo/GO_0097712
GO:0097719	neural tissue regeneration	http://purl.obolibrary.org/obo/GO_0097719
GO:0097722	sperm motility	http://purl.obolibrary.org/obo/GO_0097722
GO:0097730	non-motile cilium	http://purl.obolibrary.org/obo/GO_0097730
GO:0097731	9+0 non-motile cilium	http://purl.obolibrary.org/obo/GO_0097731
GO:0097733	photoreceptor cell cilium	http://purl.obolibrary.org/obo/GO_0097733
GO:0097734	extracellular exosome biogenesis	http://purl.obolibrary.org/obo/GO_0097734
GO:0097742	de novo centriole assembly	http://purl.obolibrary.org/obo/GO_0097742
GO:0098520	excitatory neuromuscular junction	http://purl.obolibrary.org/obo/GO_0098520
GO:0098522	neuromuscular junction of skeletal muscle fiber	http://purl.obolibrary.org/obo/GO_0098522
GO:0098523	neuromuscular junction of myotube	http://purl.obolibrary.org/obo/GO_0098523
GO:0098524	neuromuscular junction of somatic muscle myotube	http://purl.obolibrary.org/obo/GO_0098524
GO:0098525	excitatory neuromuscular junction of somatic myotube	http://purl.obolibrary.org/obo/GO_0098525
GO:0098527	neuromuscular junction of somatic muscle	http://purl.obolibrary.org/obo/GO_0098527
GO:0098528	skeletal muscle fiber differentiation	http://purl.obolibrary.org/obo/GO_0098528
GO:0098529	neuromuscular junction development, skeletal muscle fiber	http://purl.obolibrary.org/obo/GO_0098529
GO:0098534	centriole assembly	http://purl.obolibrary.org/obo/GO_0098534
GO:0098535	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation	http://purl.obolibrary.org/obo/GO_0098535
GO:0098536	deuterosome	http://purl.obolibrary.org/obo/GO_0098536
GO:0098542	defense response to other organism	http://purl.obolibrary.org/obo/GO_0098542
GO:0098544	maintenance of protein complex location	http://purl.obolibrary.org/obo/GO_0098544
GO:0098545	maintenance of protein complex location in cytoplasm	http://purl.obolibrary.org/obo/GO_0098545
GO:0098583	learned vocalization behavior	http://purl.obolibrary.org/obo/GO_0098583
GO:0098588	bounding membrane of organelle	http://purl.obolibrary.org/obo/GO_0098588
GO:0098590	plasma membrane region	http://purl.obolibrary.org/obo/GO_0098590
GO:0098594	mucin granule	http://purl.obolibrary.org/obo/GO_0098594
GO:0098598	learned vocalization behavior or vocal learning	http://purl.obolibrary.org/obo/GO_0098598
GO:0098609	cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0098609
GO:0098631	cell adhesion mediator activity	http://purl.obolibrary.org/obo/GO_0098631
GO:0098632	cell-cell adhesion mediator activity	http://purl.obolibrary.org/obo/GO_0098632
GO:0098633	collagen fibril binding	http://purl.obolibrary.org/obo/GO_0098633
GO:0098635	protein complex involved in cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0098635
GO:0098636	protein complex involved in cell adhesion	http://purl.obolibrary.org/obo/GO_0098636
GO:0098641	cadherin binding involved in cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0098641
GO:0098642	network-forming collagen trimer	http://purl.obolibrary.org/obo/GO_0098642
GO:0098643	fibrillar collagen	http://purl.obolibrary.org/obo/GO_0098643
GO:0098644	complex of collagen trimers	http://purl.obolibrary.org/obo/GO_0098644
GO:0098645	collagen network	http://purl.obolibrary.org/obo/GO_0098645
GO:0098655	monoatomic cation transmembrane transport	http://purl.obolibrary.org/obo/GO_0098655
GO:0098657	import into cell	http://purl.obolibrary.org/obo/GO_0098657
GO:0098658	inorganic anion import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098658
GO:0098659	inorganic cation import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098659
GO:0098664	G protein-coupled serotonin receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0098664
GO:0098666	G protein-coupled serotonin receptor complex	http://purl.obolibrary.org/obo/GO_0098666
GO:0098691	dopaminergic synapse	http://purl.obolibrary.org/obo/GO_0098691
GO:0098693	regulation of synaptic vesicle cycle	http://purl.obolibrary.org/obo/GO_0098693
GO:0098702	adenine import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098702
GO:0098703	calcium ion import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098703
GO:0098704	carbohydrate import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098704
GO:0098708	D-glucose import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098708
GO:0098711	iron ion import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098711
GO:0098712	L-glutamate import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098712
GO:0098719	sodium ion import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098719
GO:0098722	asymmetric stem cell division	http://purl.obolibrary.org/obo/GO_0098722
GO:0098723	skeletal muscle myofibril	http://purl.obolibrary.org/obo/GO_0098723
GO:0098727	maintenance of cell number	http://purl.obolibrary.org/obo/GO_0098727
GO:0098728	germline stem cell asymmetric division	http://purl.obolibrary.org/obo/GO_0098728
GO:0098739	import across plasma membrane	http://purl.obolibrary.org/obo/GO_0098739
GO:0098749	cerebellar neuron development	http://purl.obolibrary.org/obo/GO_0098749
GO:0098751	bone cell development	http://purl.obolibrary.org/obo/GO_0098751
GO:0098754	detoxification	http://purl.obolibrary.org/obo/GO_0098754
GO:0098771	inorganic ion homeostasis	http://purl.obolibrary.org/obo/GO_0098771
GO:0098773	skin epidermis development	http://purl.obolibrary.org/obo/GO_0098773
GO:0098793	presynapse	http://purl.obolibrary.org/obo/GO_0098793
GO:0098794	postsynapse	http://purl.obolibrary.org/obo/GO_0098794
GO:0098796	membrane protein complex	http://purl.obolibrary.org/obo/GO_0098796
GO:0098797	plasma membrane protein complex	http://purl.obolibrary.org/obo/GO_0098797
GO:0098801	regulation of renal system process	http://purl.obolibrary.org/obo/GO_0098801
GO:0098802	plasma membrane signaling receptor complex	http://purl.obolibrary.org/obo/GO_0098802
GO:0098804	non-motile cilium membrane	http://purl.obolibrary.org/obo/GO_0098804
GO:0098813	nuclear chromosome segregation	http://purl.obolibrary.org/obo/GO_0098813
GO:0098815	modulation of excitatory postsynaptic potential	http://purl.obolibrary.org/obo/GO_0098815
GO:0098831	presynaptic active zone cytoplasmic component	http://purl.obolibrary.org/obo/GO_0098831
GO:0098840	protein transport along microtubule	http://purl.obolibrary.org/obo/GO_0098840
GO:0098846	podocyte foot	http://purl.obolibrary.org/obo/GO_0098846
GO:0098852	lytic vacuole membrane	http://purl.obolibrary.org/obo/GO_0098852
GO:0098858	actin-based cell projection	http://purl.obolibrary.org/obo/GO_0098858
GO:0098862	cluster of actin-based cell projections	http://purl.obolibrary.org/obo/GO_0098862
GO:0098867	intramembranous bone growth	http://purl.obolibrary.org/obo/GO_0098867
GO:0098868	bone growth	http://purl.obolibrary.org/obo/GO_0098868
GO:0098871	postsynaptic actin cytoskeleton	http://purl.obolibrary.org/obo/GO_0098871
GO:0098876	vesicle-mediated transport to the plasma membrane	http://purl.obolibrary.org/obo/GO_0098876
GO:0098877	neurotransmitter receptor transport to plasma membrane	http://purl.obolibrary.org/obo/GO_0098877
GO:0098878	neurotransmitter receptor complex	http://purl.obolibrary.org/obo/GO_0098878
GO:0098883	synapse pruning	http://purl.obolibrary.org/obo/GO_0098883
GO:0098900	regulation of action potential	http://purl.obolibrary.org/obo/GO_0098900
GO:0098901	regulation of cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0098901
GO:0098904	regulation of AV node cell action potential	http://purl.obolibrary.org/obo/GO_0098904
GO:0098905	regulation of bundle of His cell action potential	http://purl.obolibrary.org/obo/GO_0098905
GO:0098906	regulation of Purkinje myocyte action potential	http://purl.obolibrary.org/obo/GO_0098906
GO:0098907	regulation of SA node cell action potential	http://purl.obolibrary.org/obo/GO_0098907
GO:0098908	regulation of neuronal action potential	http://purl.obolibrary.org/obo/GO_0098908
GO:0098916	anterograde trans-synaptic signaling	http://purl.obolibrary.org/obo/GO_0098916
GO:0098917	retrograde trans-synaptic signaling	http://purl.obolibrary.org/obo/GO_0098917
GO:0098920	retrograde trans-synaptic signaling by lipid	http://purl.obolibrary.org/obo/GO_0098920
GO:0098926	postsynaptic signal transduction	http://purl.obolibrary.org/obo/GO_0098926
GO:0098928	presynaptic signal transduction	http://purl.obolibrary.org/obo/GO_0098928
GO:0098930	axonal transport	http://purl.obolibrary.org/obo/GO_0098930
GO:0098934	retrograde dendritic transport	http://purl.obolibrary.org/obo/GO_0098934
GO:0098935	dendritic transport	http://purl.obolibrary.org/obo/GO_0098935
GO:0098937	anterograde dendritic transport	http://purl.obolibrary.org/obo/GO_0098937
GO:0098960	postsynaptic neurotransmitter receptor activity	http://purl.obolibrary.org/obo/GO_0098960
GO:0098961	dendritic transport of ribonucleoprotein complex	http://purl.obolibrary.org/obo/GO_0098961
GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0098967
GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0098969
GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex	http://purl.obolibrary.org/obo/GO_0098971
GO:0098974	postsynaptic actin cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0098974
GO:0098975	postsynapse of neuromuscular junction	http://purl.obolibrary.org/obo/GO_0098975
GO:0098976	excitatory chemical synaptic transmission	http://purl.obolibrary.org/obo/GO_0098976
GO:0098978	glutamatergic synapse	http://purl.obolibrary.org/obo/GO_0098978
GO:0098981	cholinergic synapse	http://purl.obolibrary.org/obo/GO_0098981
GO:0098982	GABA-ergic synapse	http://purl.obolibrary.org/obo/GO_0098982
GO:0098988	G protein-coupled glutamate receptor activity	http://purl.obolibrary.org/obo/GO_0098988
GO:0098992	neuronal dense core vesicle	http://purl.obolibrary.org/obo/GO_0098992
GO:0099003	vesicle-mediated transport in synapse	http://purl.obolibrary.org/obo/GO_0099003
GO:0099011	neuronal dense core vesicle exocytosis	http://purl.obolibrary.org/obo/GO_0099011
GO:0099012	neuronal dense core vesicle membrane	http://purl.obolibrary.org/obo/GO_0099012
GO:0099014	neuronal dense core vesicle organization	http://purl.obolibrary.org/obo/GO_0099014
GO:0099054	presynapse assembly	http://purl.obolibrary.org/obo/GO_0099054
GO:0099068	postsynapse assembly	http://purl.obolibrary.org/obo/GO_0099068
GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	http://purl.obolibrary.org/obo/GO_0099072
GO:0099080	supramolecular complex	http://purl.obolibrary.org/obo/GO_0099080
GO:0099081	supramolecular polymer	http://purl.obolibrary.org/obo/GO_0099081
GO:0099082	retrograde trans-synaptic signaling by neuropeptide	http://purl.obolibrary.org/obo/GO_0099082
GO:0099083	retrograde trans-synaptic signaling by neuropeptide, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099083
GO:0099098	microtubule polymerization based movement	http://purl.obolibrary.org/obo/GO_0099098
GO:0099111	microtubule-based transport	http://purl.obolibrary.org/obo/GO_0099111
GO:0099112	microtubule polymerization based protein transport	http://purl.obolibrary.org/obo/GO_0099112
GO:0099118	microtubule-based protein transport	http://purl.obolibrary.org/obo/GO_0099118
GO:0099123	somato-dendritic dopamine secretion	http://purl.obolibrary.org/obo/GO_0099123
GO:0099124	axonal dopamine secretion	http://purl.obolibrary.org/obo/GO_0099124
GO:0099140	presynaptic actin cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0099140
GO:0099143	presynaptic actin cytoskeleton	http://purl.obolibrary.org/obo/GO_0099143
GO:0099145	regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane	http://purl.obolibrary.org/obo/GO_0099145
GO:0099156	cell-cell signaling via exosome	http://purl.obolibrary.org/obo/GO_0099156
GO:0099157	trans-synaptic signaling via exosome	http://purl.obolibrary.org/obo/GO_0099157
GO:0099160	postsynaptic intermediate filament cytoskeleton	http://purl.obolibrary.org/obo/GO_0099160
GO:0099161	regulation of presynaptic dense core granule exocytosis	http://purl.obolibrary.org/obo/GO_0099161
GO:0099170	postsynaptic modulation of chemical synaptic transmission	http://purl.obolibrary.org/obo/GO_0099170
GO:0099171	presynaptic modulation of chemical synaptic transmission	http://purl.obolibrary.org/obo/GO_0099171
GO:0099172	presynapse organization	http://purl.obolibrary.org/obo/GO_0099172
GO:0099173	postsynapse organization	http://purl.obolibrary.org/obo/GO_0099173
GO:0099174	regulation of presynapse organization	http://purl.obolibrary.org/obo/GO_0099174
GO:0099175	regulation of postsynapse organization	http://purl.obolibrary.org/obo/GO_0099175
GO:0099177	regulation of trans-synaptic signaling	http://purl.obolibrary.org/obo/GO_0099177
GO:0099182	presynaptic intermediate filament cytoskeleton	http://purl.obolibrary.org/obo/GO_0099182
GO:0099185	postsynaptic intermediate filament cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0099185
GO:0099187	presynaptic cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0099187
GO:0099188	postsynaptic cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0099188
GO:0099500	vesicle fusion to plasma membrane	http://purl.obolibrary.org/obo/GO_0099500
GO:0099501	exocytic vesicle membrane	http://purl.obolibrary.org/obo/GO_0099501
GO:0099503	secretory vesicle	http://purl.obolibrary.org/obo/GO_0099503
GO:0099504	synaptic vesicle cycle	http://purl.obolibrary.org/obo/GO_0099504
GO:0099512	supramolecular fiber	http://purl.obolibrary.org/obo/GO_0099512
GO:0099513	polymeric cytoskeletal fiber	http://purl.obolibrary.org/obo/GO_0099513
GO:0099515	actin filament-based transport	http://purl.obolibrary.org/obo/GO_0099515
GO:0099518	vesicle cytoskeletal trafficking	http://purl.obolibrary.org/obo/GO_0099518
GO:0099519	dense core granule cytoskeletal transport	http://purl.obolibrary.org/obo/GO_0099519
GO:0099522	cytosolic region	http://purl.obolibrary.org/obo/GO_0099522
GO:0099523	presynaptic cytosol	http://purl.obolibrary.org/obo/GO_0099523
GO:0099524	postsynaptic cytosol	http://purl.obolibrary.org/obo/GO_0099524
GO:0099525	presynaptic dense core vesicle exocytosis	http://purl.obolibrary.org/obo/GO_0099525
GO:0099528	G protein-coupled neurotransmitter receptor activity	http://purl.obolibrary.org/obo/GO_0099528
GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	http://purl.obolibrary.org/obo/GO_0099529
GO:0099530	G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential	http://purl.obolibrary.org/obo/GO_0099530
GO:0099531	presynaptic process involved in chemical synaptic transmission	http://purl.obolibrary.org/obo/GO_0099531
GO:0099533	positive regulation of presynaptic cytosolic calcium concentration	http://purl.obolibrary.org/obo/GO_0099533
GO:0099536	synaptic signaling	http://purl.obolibrary.org/obo/GO_0099536
GO:0099537	trans-synaptic signaling	http://purl.obolibrary.org/obo/GO_0099537
GO:0099538	synaptic signaling via neuropeptide	http://purl.obolibrary.org/obo/GO_0099538
GO:0099539	neuropeptide secretion from presynapse	http://purl.obolibrary.org/obo/GO_0099539
GO:0099540	trans-synaptic signaling by neuropeptide	http://purl.obolibrary.org/obo/GO_0099540
GO:0099541	trans-synaptic signaling by lipid	http://purl.obolibrary.org/obo/GO_0099541
GO:0099546	protein catabolic process, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099546
GO:0099547	regulation of translation at synapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099547
GO:0099550	trans-synaptic signaling, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099550
GO:0099551	trans-synaptic signaling by neuropeptide, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099551
GO:0099552	trans-synaptic signaling by lipid, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099552
GO:0099565	chemical synaptic transmission, postsynaptic	http://purl.obolibrary.org/obo/GO_0099565
GO:0099568	cytoplasmic region	http://purl.obolibrary.org/obo/GO_0099568
GO:0099569	presynaptic cytoskeleton	http://purl.obolibrary.org/obo/GO_0099569
GO:0099571	postsynaptic cytoskeleton	http://purl.obolibrary.org/obo/GO_0099571
GO:0099574	regulation of protein catabolic process at synapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099574
GO:0099575	regulation of protein catabolic process at presynapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099575
GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099576
GO:0099577	regulation of translation at presynapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099577
GO:0099578	regulation of translation at postsynapse, modulating synaptic transmission	http://purl.obolibrary.org/obo/GO_0099578
GO:0099579	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	http://purl.obolibrary.org/obo/GO_0099579
GO:0099585	release of sequestered calcium ion into presynaptic cytosol	http://purl.obolibrary.org/obo/GO_0099585
GO:0099586	release of sequestered calcium ion into postsynaptic cytosol	http://purl.obolibrary.org/obo/GO_0099586
GO:0099587	inorganic ion import across plasma membrane	http://purl.obolibrary.org/obo/GO_0099587
GO:0099588	positive regulation of postsynaptic cytosolic calcium concentration	http://purl.obolibrary.org/obo/GO_0099588
GO:0099601	regulation of neurotransmitter receptor activity	http://purl.obolibrary.org/obo/GO_0099601
GO:0099612	protein localization to axon	http://purl.obolibrary.org/obo/GO_0099612
GO:0099632	protein transport within plasma membrane	http://purl.obolibrary.org/obo/GO_0099632
GO:0099637	neurotransmitter receptor transport	http://purl.obolibrary.org/obo/GO_0099637
GO:0099640	axo-dendritic protein transport	http://purl.obolibrary.org/obo/GO_0099640
GO:0099641	anterograde axonal protein transport	http://purl.obolibrary.org/obo/GO_0099641
GO:0099642	retrograde axonal protein transport	http://purl.obolibrary.org/obo/GO_0099642
GO:0099643	signal release from synapse	http://purl.obolibrary.org/obo/GO_0099643
GO:0099703	induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration	http://purl.obolibrary.org/obo/GO_0099703
GO:0099738	cell cortex region	http://purl.obolibrary.org/obo/GO_0099738
GO:0100001	regulation of skeletal muscle contraction by action potential	http://purl.obolibrary.org/obo/GO_0100001
GO:0101023	vascular endothelial cell proliferation	http://purl.obolibrary.org/obo/GO_0101023
GO:0101024	mitotic nuclear membrane organization	http://purl.obolibrary.org/obo/GO_0101024
GO:0101025	nuclear membrane biogenesis	http://purl.obolibrary.org/obo/GO_0101025
GO:0104004	cellular response to environmental stimulus	http://purl.obolibrary.org/obo/GO_0104004
GO:0106014	regulation of inflammatory response to wounding	http://purl.obolibrary.org/obo/GO_0106014
GO:0106015	negative regulation of inflammatory response to wounding	http://purl.obolibrary.org/obo/GO_0106015
GO:0106016	positive regulation of inflammatory response to wounding	http://purl.obolibrary.org/obo/GO_0106016
GO:0106027	neuron projection organization	http://purl.obolibrary.org/obo/GO_0106027
GO:0106214	regulation of vesicle fusion with Golgi apparatus	http://purl.obolibrary.org/obo/GO_0106214
GO:0106215	negative regulation of vesicle fusion with Golgi apparatus	http://purl.obolibrary.org/obo/GO_0106215
GO:0106216	positive regulation of vesicle fusion with Golgi apparatus	http://purl.obolibrary.org/obo/GO_0106216
GO:0110011	regulation of basement membrane organization	http://purl.obolibrary.org/obo/GO_0110011
GO:0110020	regulation of actomyosin structure organization	http://purl.obolibrary.org/obo/GO_0110020
GO:0110021	cardiac muscle myoblast proliferation	http://purl.obolibrary.org/obo/GO_0110021
GO:0110022	regulation of cardiac muscle myoblast proliferation	http://purl.obolibrary.org/obo/GO_0110022
GO:0110023	negative regulation of cardiac muscle myoblast proliferation	http://purl.obolibrary.org/obo/GO_0110023
GO:0110024	positive regulation of cardiac muscle myoblast proliferation	http://purl.obolibrary.org/obo/GO_0110024
GO:0110040	nematode pharynx morphogenesis	http://purl.obolibrary.org/obo/GO_0110040
GO:0110041	regulation of nematode pharynx morphogenesis	http://purl.obolibrary.org/obo/GO_0110041
GO:0110042	negative regulation of nematode pharynx morphogenesis	http://purl.obolibrary.org/obo/GO_0110042
GO:0110043	positive regulation of nematode pharynx morphogenesis	http://purl.obolibrary.org/obo/GO_0110043
GO:0110053	regulation of actin filament organization	http://purl.obolibrary.org/obo/GO_0110053
GO:0110057	regulation of blood vessel endothelial cell differentiation	http://purl.obolibrary.org/obo/GO_0110057
GO:0110058	positive regulation of blood vessel endothelial cell differentiation	http://purl.obolibrary.org/obo/GO_0110058
GO:0110059	negative regulation of blood vessel endothelial cell differentiation	http://purl.obolibrary.org/obo/GO_0110059
GO:0110077	vesicle-mediated intercellular transport	http://purl.obolibrary.org/obo/GO_0110077
GO:0110079	regulation of placenta blood vessel development	http://purl.obolibrary.org/obo/GO_0110079
GO:0110080	positive regulation of placenta blood vessel development	http://purl.obolibrary.org/obo/GO_0110080
GO:0110081	negative regulation of placenta blood vessel development	http://purl.obolibrary.org/obo/GO_0110081
GO:0110088	hippocampal neuron apoptotic process	http://purl.obolibrary.org/obo/GO_0110088
GO:0110089	regulation of hippocampal neuron apoptotic process	http://purl.obolibrary.org/obo/GO_0110089
GO:0110090	positive regulation of hippocampal neuron apoptotic process	http://purl.obolibrary.org/obo/GO_0110090
GO:0110091	negative regulation of hippocampal neuron apoptotic process	http://purl.obolibrary.org/obo/GO_0110091
GO:0110095	cellular detoxification of aldehyde	http://purl.obolibrary.org/obo/GO_0110095
GO:0110096	cellular response to aldehyde	http://purl.obolibrary.org/obo/GO_0110096
GO:0110110	positive regulation of animal organ morphogenesis	http://purl.obolibrary.org/obo/GO_0110110
GO:0110111	negative regulation of animal organ morphogenesis	http://purl.obolibrary.org/obo/GO_0110111
GO:0110116	regulation of compound eye photoreceptor cell differentiation	http://purl.obolibrary.org/obo/GO_0110116
GO:0110117	positive regulation of compound eye photoreceptor cell differentiation	http://purl.obolibrary.org/obo/GO_0110117
GO:0110118	negative regulation of compound eye photoreceptor cell differentiation	http://purl.obolibrary.org/obo/GO_0110118
GO:0110122	myotube cell migration	http://purl.obolibrary.org/obo/GO_0110122
GO:0110123	regulation of myotube cell migration	http://purl.obolibrary.org/obo/GO_0110123
GO:0110124	positive regulation of myotube cell migration	http://purl.obolibrary.org/obo/GO_0110124
GO:0110125	negative regulation of myotube cell migration	http://purl.obolibrary.org/obo/GO_0110125
GO:0110137	regulation of imaginal disc-derived leg joint morphogenesis	http://purl.obolibrary.org/obo/GO_0110137
GO:0110138	positive regulation of imaginal disc-derived leg joint morphogenesis	http://purl.obolibrary.org/obo/GO_0110138
GO:0110139	negative regulation of imaginal disc-derived leg joint morphogenesis	http://purl.obolibrary.org/obo/GO_0110139
GO:0110165	cellular anatomical entity	http://purl.obolibrary.org/obo/GO_0110165
GO:0120006	regulation of glutamatergic neuron differentiation	http://purl.obolibrary.org/obo/GO_0120006
GO:0120007	negative regulation of glutamatergic neuron differentiation	http://purl.obolibrary.org/obo/GO_0120007
GO:0120008	positive regulation of glutamatergic neuron differentiation	http://purl.obolibrary.org/obo/GO_0120008
GO:0120023	somatostatin binding	http://purl.obolibrary.org/obo/GO_0120023
GO:0120025	plasma membrane bounded cell projection	http://purl.obolibrary.org/obo/GO_0120025
GO:0120029	proton export across plasma membrane	http://purl.obolibrary.org/obo/GO_0120029
GO:0120031	plasma membrane bounded cell projection assembly	http://purl.obolibrary.org/obo/GO_0120031
GO:0120032	regulation of plasma membrane bounded cell projection assembly	http://purl.obolibrary.org/obo/GO_0120032
GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	http://purl.obolibrary.org/obo/GO_0120033
GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	http://purl.obolibrary.org/obo/GO_0120034
GO:0120035	regulation of plasma membrane bounded cell projection organization	http://purl.obolibrary.org/obo/GO_0120035
GO:0120036	plasma membrane bounded cell projection organization	http://purl.obolibrary.org/obo/GO_0120036
GO:0120039	plasma membrane bounded cell projection morphogenesis	http://purl.obolibrary.org/obo/GO_0120039
GO:0120111	neuron projection cytoplasm	http://purl.obolibrary.org/obo/GO_0120111
GO:0120116	glucagon processing	http://purl.obolibrary.org/obo/GO_0120116
GO:0120158	positive regulation of collagen catabolic process	http://purl.obolibrary.org/obo/GO_0120158
GO:0120178	steroid hormone biosynthetic process	http://purl.obolibrary.org/obo/GO_0120178
GO:0120186	negative regulation of protein localization to chromatin	http://purl.obolibrary.org/obo/GO_0120186
GO:0120187	positive regulation of protein localization to chromatin	http://purl.obolibrary.org/obo/GO_0120187
GO:0120188	regulation of bile acid secretion	http://purl.obolibrary.org/obo/GO_0120188
GO:0120189	positive regulation of bile acid secretion	http://purl.obolibrary.org/obo/GO_0120189
GO:0120190	negative regulation of bile acid secretion	http://purl.obolibrary.org/obo/GO_0120190
GO:0120192	tight junction assembly	http://purl.obolibrary.org/obo/GO_0120192
GO:0120193	tight junction organization	http://purl.obolibrary.org/obo/GO_0120193
GO:0120199	cone photoreceptor outer segment	http://purl.obolibrary.org/obo/GO_0120199
GO:0120200	rod photoreceptor outer segment	http://purl.obolibrary.org/obo/GO_0120200
GO:0120222	regulation of blastocyst development	http://purl.obolibrary.org/obo/GO_0120222
GO:0120223	larynx morphogenesis	http://purl.obolibrary.org/obo/GO_0120223
GO:0120224	larynx development	http://purl.obolibrary.org/obo/GO_0120224
GO:0120229	protein localization to motile cilium	http://purl.obolibrary.org/obo/GO_0120229
GO:0120251	hydrocarbon biosynthetic process	http://purl.obolibrary.org/obo/GO_0120251
GO:0120252	hydrocarbon metabolic process	http://purl.obolibrary.org/obo/GO_0120252
GO:0120253	hydrocarbon catabolic process	http://purl.obolibrary.org/obo/GO_0120253
GO:0120254	olefinic compound metabolic process	http://purl.obolibrary.org/obo/GO_0120254
GO:0120255	olefinic compound biosynthetic process	http://purl.obolibrary.org/obo/GO_0120255
GO:0120256	olefinic compound catabolic process	http://purl.obolibrary.org/obo/GO_0120256
GO:0120261	regulation of heterochromatin organization	http://purl.obolibrary.org/obo/GO_0120261
GO:0120262	negative regulation of heterochromatin organization	http://purl.obolibrary.org/obo/GO_0120262
GO:0120263	positive regulation of heterochromatin organization	http://purl.obolibrary.org/obo/GO_0120263
GO:0120275	cerebral blood circulation	http://purl.obolibrary.org/obo/GO_0120275
GO:0120276	regulation of cerebral blood circulation	http://purl.obolibrary.org/obo/GO_0120276
GO:0120277	positive regulation of cerebral blood circulation	http://purl.obolibrary.org/obo/GO_0120277
GO:0120278	negative regulation of cerebral blood circulation	http://purl.obolibrary.org/obo/GO_0120278
GO:0120305	regulation of pigmentation	http://purl.obolibrary.org/obo/GO_0120305
GO:0120316	sperm flagellum assembly	http://purl.obolibrary.org/obo/GO_0120316
GO:0120331	endothelial tube formation	http://purl.obolibrary.org/obo/GO_0120331
