Subject	Object	IRI
UBERON:0006839	dorsal ramus of spinal nerve	http://purl.obolibrary.org/obo/UBERON_0006839
UBERON:0006840	nucleus of lateral lemniscus	http://purl.obolibrary.org/obo/UBERON_0006840
UBERON:0006841	central vein of liver	http://purl.obolibrary.org/obo/UBERON_0006841
UBERON:0006842	lymphatic capillary	http://purl.obolibrary.org/obo/UBERON_0006842
UBERON:0006843	root of cranial nerve	http://purl.obolibrary.org/obo/UBERON_0006843
UBERON:0006844	cusp of tooth	http://purl.obolibrary.org/obo/UBERON_0006844
UBERON:0006845	abductor muscle	http://purl.obolibrary.org/obo/UBERON_0006845
UBERON:0006846	surface groove	http://purl.obolibrary.org/obo/UBERON_0006846
UBERON:0006847	cerebellar commissure	http://purl.obolibrary.org/obo/UBERON_0006847
UBERON:0006848	posterior pretectal nucleus	http://purl.obolibrary.org/obo/UBERON_0006848
UBERON:0006849	scapula	http://purl.obolibrary.org/obo/UBERON_0006849
UBERON:0006851	renal cortex peritubular capillary	http://purl.obolibrary.org/obo/UBERON_0006851
UBERON:0006853	renal cortex tubule	http://purl.obolibrary.org/obo/UBERON_0006853
UBERON:0006854	distal straight tubule postmacula segment	http://purl.obolibrary.org/obo/UBERON_0006854
UBERON:0006855	muscular coat of ureter	http://purl.obolibrary.org/obo/UBERON_0006855
UBERON:0006856	interrenal gland	http://purl.obolibrary.org/obo/UBERON_0006856
UBERON:0006857	interrenal primordium	http://purl.obolibrary.org/obo/UBERON_0006857
UBERON:0006858	adrenal/interrenal gland	http://purl.obolibrary.org/obo/UBERON_0006858
UBERON:0006859	swim bladder bud	http://purl.obolibrary.org/obo/UBERON_0006859
UBERON:0006860	swim bladder	http://purl.obolibrary.org/obo/UBERON_0006860
UBERON:0006861	diaphysis proper	http://purl.obolibrary.org/obo/UBERON_0006861
UBERON:0006862	diaphysis of femur	http://purl.obolibrary.org/obo/UBERON_0006862
UBERON:0006863	proximal metaphysis of femur	http://purl.obolibrary.org/obo/UBERON_0006863
UBERON:0006864	distal metaphysis of femur	http://purl.obolibrary.org/obo/UBERON_0006864
UBERON:0006865	metaphysis of femur	http://purl.obolibrary.org/obo/UBERON_0006865
UBERON:0006866	terminal part of digestive tract	http://purl.obolibrary.org/obo/UBERON_0006866
UBERON:0006867	anal part of perineum	http://purl.obolibrary.org/obo/UBERON_0006867
UBERON:0006868	seminal fluid secreting gland	http://purl.obolibrary.org/obo/UBERON_0006868
UBERON:0006869	electric organ	http://purl.obolibrary.org/obo/UBERON_0006869
UBERON:0006870	endostyle	http://purl.obolibrary.org/obo/UBERON_0006870
UBERON:0006871	embryonic footplate	http://purl.obolibrary.org/obo/UBERON_0006871
UBERON:0006872	handplate apical ectodermal ridge	http://purl.obolibrary.org/obo/UBERON_0006872
UBERON:0006875	embryonic handplate	http://purl.obolibrary.org/obo/UBERON_0006875
UBERON:0006876	vasculature of organ	http://purl.obolibrary.org/obo/UBERON_0006876
UBERON:0006877	vasculature of liver	http://purl.obolibrary.org/obo/UBERON_0006877
UBERON:0006878	decidua parietalis	http://purl.obolibrary.org/obo/UBERON_0006878
UBERON:0006904	head mesenchyme from mesoderm	http://purl.obolibrary.org/obo/UBERON_0006904
UBERON:0006905	mandibular process mesenchyme	http://purl.obolibrary.org/obo/UBERON_0006905
UBERON:0006906	ala of nose	http://purl.obolibrary.org/obo/UBERON_0006906
UBERON:0006907	slow muscle tissue	http://purl.obolibrary.org/obo/UBERON_0006907
UBERON:0006908	fast muscle tissue	http://purl.obolibrary.org/obo/UBERON_0006908
UBERON:0006909	lumen of digestive tract	http://purl.obolibrary.org/obo/UBERON_0006909
UBERON:0006911	digestive system secreted substance	http://purl.obolibrary.org/obo/UBERON_0006911
UBERON:0006912	urinary bladder muscularis mucosa	http://purl.obolibrary.org/obo/UBERON_0006912
UBERON:0006913	lip epithelium	http://purl.obolibrary.org/obo/UBERON_0006913
UBERON:0006914	squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006914
UBERON:0006915	stratified squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006915
UBERON:0006916	non-keratinized epithelium of tongue	http://purl.obolibrary.org/obo/UBERON_0006916
UBERON:0006918	parakeratinized epithelium of tongue	http://purl.obolibrary.org/obo/UBERON_0006918
UBERON:0006919	tongue squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006919
UBERON:0006920	esophagus squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006920
UBERON:0006921	stomach squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006921
UBERON:0006922	cervix squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006922
UBERON:0006923	vagina squamous epithelium	http://purl.obolibrary.org/obo/UBERON_0006923
UBERON:0006924	stomach glandular epithelium	http://purl.obolibrary.org/obo/UBERON_0006924
UBERON:0006925	digestive system gland	http://purl.obolibrary.org/obo/UBERON_0006925
UBERON:0006929	glandular columnar epithelium	http://purl.obolibrary.org/obo/UBERON_0006929
UBERON:0006930	glandular cuboidal epithelium	http://purl.obolibrary.org/obo/UBERON_0006930
UBERON:0006931	stomach glandular region mucosa	http://purl.obolibrary.org/obo/UBERON_0006931
UBERON:0006932	vestibular epithelium	http://purl.obolibrary.org/obo/UBERON_0006932
UBERON:0006934	sensory epithelium	http://purl.obolibrary.org/obo/UBERON_0006934
UBERON:0006935	crista ampullaris neuroepithelium	http://purl.obolibrary.org/obo/UBERON_0006935
UBERON:0006936	thymus subcapsular epithelium	http://purl.obolibrary.org/obo/UBERON_0006936
UBERON:0006937	inner ear epithelium	http://purl.obolibrary.org/obo/UBERON_0006937
UBERON:0006938	pinna surface epithelium	http://purl.obolibrary.org/obo/UBERON_0006938
UBERON:0006946	efferent duct	http://purl.obolibrary.org/obo/UBERON_0006946
UBERON:0006947	male genital duct	http://purl.obolibrary.org/obo/UBERON_0006947
UBERON:0006948	efferent duct epithelium	http://purl.obolibrary.org/obo/UBERON_0006948
UBERON:0006949	cervical loop	http://purl.obolibrary.org/obo/UBERON_0006949
UBERON:0006950	stellate reticulum	http://purl.obolibrary.org/obo/UBERON_0006950
UBERON:0006951	inner dental epithelium	http://purl.obolibrary.org/obo/UBERON_0006951
UBERON:0006952	outer dental epithelium	http://purl.obolibrary.org/obo/UBERON_0006952
UBERON:0006953	ejaculatory duct epithelium	http://purl.obolibrary.org/obo/UBERON_0006953
UBERON:0006954	mammary gland myoepithelium	http://purl.obolibrary.org/obo/UBERON_0006954
UBERON:0006955	uterine epithelium	http://purl.obolibrary.org/obo/UBERON_0006955
UBERON:0006956	buccal mucosa	http://purl.obolibrary.org/obo/UBERON_0006956
UBERON:0006957	submandibular gland primordium epithelium	http://purl.obolibrary.org/obo/UBERON_0006957
UBERON:0006958	great vein of heart	http://purl.obolibrary.org/obo/UBERON_0006958
UBERON:0006959	mandible angular process	http://purl.obolibrary.org/obo/UBERON_0006959
UBERON:0006960	ovary stroma	http://purl.obolibrary.org/obo/UBERON_0006960
UBERON:0006964	pars distalis of adenohypophysis	http://purl.obolibrary.org/obo/UBERON_0006964
UBERON:0006965	vascular cord	http://purl.obolibrary.org/obo/UBERON_0006965
UBERON:0006966	coronary capillary	http://purl.obolibrary.org/obo/UBERON_0006966
UBERON:0006967	horn	http://purl.obolibrary.org/obo/UBERON_0006967
UBERON:0006968	keratin sheath of horn	http://purl.obolibrary.org/obo/UBERON_0006968
UBERON:0006969	cranial appendage	http://purl.obolibrary.org/obo/UBERON_0006969
UBERON:0006970	bony core of horn	http://purl.obolibrary.org/obo/UBERON_0006970
UBERON:0006971	antler	http://purl.obolibrary.org/obo/UBERON_0006971
UBERON:0006972	nephridium	http://purl.obolibrary.org/obo/UBERON_0006972
UBERON:0006973	protonephridium	http://purl.obolibrary.org/obo/UBERON_0006973
UBERON:0006974	metanephridium	http://purl.obolibrary.org/obo/UBERON_0006974
UBERON:0006976	peptonephridium	http://purl.obolibrary.org/obo/UBERON_0006976
UBERON:0006983	anatomical point	http://purl.obolibrary.org/obo/UBERON_0006983
UBERON:0006984	anatomical surface	http://purl.obolibrary.org/obo/UBERON_0006984
UBERON:0007005	cardiogenic splanchnic mesoderm	http://purl.obolibrary.org/obo/UBERON_0007005
UBERON:0007010	cleaving embryo	http://purl.obolibrary.org/obo/UBERON_0007010
UBERON:0007021	sexually immature organism	http://purl.obolibrary.org/obo/UBERON_0007021
UBERON:0007023	adult organism	http://purl.obolibrary.org/obo/UBERON_0007023
UBERON:0007026	presumptive gut	http://purl.obolibrary.org/obo/UBERON_0007026
UBERON:0007037	mechanosensory system	http://purl.obolibrary.org/obo/UBERON_0007037
UBERON:0007095	somatic musculature	http://purl.obolibrary.org/obo/UBERON_0007095
UBERON:0007097	chordo neural hinge	http://purl.obolibrary.org/obo/UBERON_0007097
UBERON:0007098	mandibular neural crest	http://purl.obolibrary.org/obo/UBERON_0007098
UBERON:0007099	hyoid neural crest	http://purl.obolibrary.org/obo/UBERON_0007099
UBERON:0007100	primary circulatory organ	http://purl.obolibrary.org/obo/UBERON_0007100
UBERON:0007105	vitelline duct	http://purl.obolibrary.org/obo/UBERON_0007105
UBERON:0007106	chorionic villus	http://purl.obolibrary.org/obo/UBERON_0007106
UBERON:0007108	vernix caseosa	http://purl.obolibrary.org/obo/UBERON_0007108
UBERON:0007109	meconium	http://purl.obolibrary.org/obo/UBERON_0007109
UBERON:0007111	Douglas' pouch	http://purl.obolibrary.org/obo/UBERON_0007111
UBERON:0007113	venom	http://purl.obolibrary.org/obo/UBERON_0007113
UBERON:0007115	deciduous tooth	http://purl.obolibrary.org/obo/UBERON_0007115
UBERON:0007116	primary dentition	http://purl.obolibrary.org/obo/UBERON_0007116
UBERON:0007118	umbilicus	http://purl.obolibrary.org/obo/UBERON_0007118
UBERON:0007119	neck of femur	http://purl.obolibrary.org/obo/UBERON_0007119
UBERON:0007120	premolar tooth	http://purl.obolibrary.org/obo/UBERON_0007120
UBERON:0007121	skin nerve field	http://purl.obolibrary.org/obo/UBERON_0007121
UBERON:0007122	pharyngeal pouch 1	http://purl.obolibrary.org/obo/UBERON_0007122
UBERON:0007123	pharyngeal pouch 2	http://purl.obolibrary.org/obo/UBERON_0007123
UBERON:0007124	pharyngeal pouch 3	http://purl.obolibrary.org/obo/UBERON_0007124
UBERON:0007125	pharyngeal pouch 4	http://purl.obolibrary.org/obo/UBERON_0007125
UBERON:0007126	pharyngeal pouch 5	http://purl.obolibrary.org/obo/UBERON_0007126
UBERON:0007127	pharyngeal pouch 6	http://purl.obolibrary.org/obo/UBERON_0007127
UBERON:0007128	glomeral mesenchyme	http://purl.obolibrary.org/obo/UBERON_0007128
UBERON:0007132	head kidney	http://purl.obolibrary.org/obo/UBERON_0007132
UBERON:0007134	trunk ganglion	http://purl.obolibrary.org/obo/UBERON_0007134
UBERON:0007135	neural keel	http://purl.obolibrary.org/obo/UBERON_0007135
UBERON:0007136	rectouterine fold	http://purl.obolibrary.org/obo/UBERON_0007136
UBERON:0007140	parietal mesothelium	http://purl.obolibrary.org/obo/UBERON_0007140
UBERON:0007141	visceral mesothelium	http://purl.obolibrary.org/obo/UBERON_0007141
UBERON:0007142	left internal carotid artery	http://purl.obolibrary.org/obo/UBERON_0007142
UBERON:0007143	right internal carotid artery	http://purl.obolibrary.org/obo/UBERON_0007143
UBERON:0007144	embryonic post-anal tail	http://purl.obolibrary.org/obo/UBERON_0007144
UBERON:0007145	dome of diaphragm	http://purl.obolibrary.org/obo/UBERON_0007145
UBERON:0007146	posterior spinal artery	http://purl.obolibrary.org/obo/UBERON_0007146
UBERON:0007147	lumen of midgut	http://purl.obolibrary.org/obo/UBERON_0007147
UBERON:0007148	lumen of hindgut	http://purl.obolibrary.org/obo/UBERON_0007148
UBERON:0007149	inferior thyroid artery	http://purl.obolibrary.org/obo/UBERON_0007149
UBERON:0007150	superior thyroid artery	http://purl.obolibrary.org/obo/UBERON_0007150
UBERON:0007151	mitral valve leaflet	http://purl.obolibrary.org/obo/UBERON_0007151
UBERON:0007152	inferior sagittal sinus	http://purl.obolibrary.org/obo/UBERON_0007152
UBERON:0007153	superior epigastric artery	http://purl.obolibrary.org/obo/UBERON_0007153
UBERON:0007154	inferior epigastric vein	http://purl.obolibrary.org/obo/UBERON_0007154
UBERON:0007155	superior epigastric vein	http://purl.obolibrary.org/obo/UBERON_0007155
UBERON:0007156	inferior thyroid vein	http://purl.obolibrary.org/obo/UBERON_0007156
UBERON:0007157	superior thyroid vein	http://purl.obolibrary.org/obo/UBERON_0007157
UBERON:0007158	lumen of anal canal	http://purl.obolibrary.org/obo/UBERON_0007158
UBERON:0007159	lumen of colon	http://purl.obolibrary.org/obo/UBERON_0007159
UBERON:0007160	inferior petrosal sinus	http://purl.obolibrary.org/obo/UBERON_0007160
UBERON:0007161	medial arcuate ligament	http://purl.obolibrary.org/obo/UBERON_0007161
UBERON:0007162	lateral arcuate ligament	http://purl.obolibrary.org/obo/UBERON_0007162
UBERON:0007163	superior nasal meatus	http://purl.obolibrary.org/obo/UBERON_0007163
UBERON:0007164	distal radio-ulnar joint	http://purl.obolibrary.org/obo/UBERON_0007164
UBERON:0007165	proximal radio-ulnar joint	http://purl.obolibrary.org/obo/UBERON_0007165
UBERON:0007166	left dome of diaphragm	http://purl.obolibrary.org/obo/UBERON_0007166
UBERON:0007167	right dome of diaphragm	http://purl.obolibrary.org/obo/UBERON_0007167
UBERON:0007168	long head of biceps brachii	http://purl.obolibrary.org/obo/UBERON_0007168
UBERON:0007169	short head of biceps brachii	http://purl.obolibrary.org/obo/UBERON_0007169
UBERON:0007170	squamous part of occipital bone	http://purl.obolibrary.org/obo/UBERON_0007170
UBERON:0007171	border of scapula	http://purl.obolibrary.org/obo/UBERON_0007171
UBERON:0007172	angle of scapula	http://purl.obolibrary.org/obo/UBERON_0007172
UBERON:0007173	lateral border of scapula	http://purl.obolibrary.org/obo/UBERON_0007173
UBERON:0007174	medial border of scapula	http://purl.obolibrary.org/obo/UBERON_0007174
UBERON:0007175	inferior angle of scapula	http://purl.obolibrary.org/obo/UBERON_0007175
UBERON:0007176	superior angle of scapula	http://purl.obolibrary.org/obo/UBERON_0007176
UBERON:0007177	lamina propria of mucosa of colon	http://purl.obolibrary.org/obo/UBERON_0007177
UBERON:0007178	muscularis mucosae of colon	http://purl.obolibrary.org/obo/UBERON_0007178
UBERON:0007179	basal cell layer of urothelium	http://purl.obolibrary.org/obo/UBERON_0007179
UBERON:0007180	atretic follicle of ovary	http://purl.obolibrary.org/obo/UBERON_0007180
UBERON:0007181	serosa of infundibulum of uterine tube	http://purl.obolibrary.org/obo/UBERON_0007181
UBERON:0007182	muscle layer of infundibulum of uterine tube	http://purl.obolibrary.org/obo/UBERON_0007182
UBERON:0007185	pericardio-peritoneal canal mesothelium	http://purl.obolibrary.org/obo/UBERON_0007185
UBERON:0007186	pericardial visceral mesothelium	http://purl.obolibrary.org/obo/UBERON_0007186
UBERON:0007187	pericardial parietal mesothelium	http://purl.obolibrary.org/obo/UBERON_0007187
UBERON:0007188	mesothelium of serous pericardium	http://purl.obolibrary.org/obo/UBERON_0007188
UBERON:0007190	paracentral gyrus	http://purl.obolibrary.org/obo/UBERON_0007190
UBERON:0007191	anterior paracentral gyrus	http://purl.obolibrary.org/obo/UBERON_0007191
UBERON:0007192	posterior paracentral gyrus	http://purl.obolibrary.org/obo/UBERON_0007192
UBERON:0007193	orbital gyrus	http://purl.obolibrary.org/obo/UBERON_0007193
UBERON:0007194	vesicular gland	http://purl.obolibrary.org/obo/UBERON_0007194
UBERON:0007195	stroma of bone marrow	http://purl.obolibrary.org/obo/UBERON_0007195
UBERON:0007196	tracheobronchial tree	http://purl.obolibrary.org/obo/UBERON_0007196
UBERON:0007197	hermaphroditic organism	http://purl.obolibrary.org/obo/UBERON_0007197
UBERON:0007198	hermaphrodite anatomical structure	http://purl.obolibrary.org/obo/UBERON_0007198
UBERON:0007204	brachiocephalic vasculature	http://purl.obolibrary.org/obo/UBERON_0007204
UBERON:0007213	mesenchyme derived from head neural crest	http://purl.obolibrary.org/obo/UBERON_0007213
UBERON:0007214	mesenchyme derived from trunk neural crest	http://purl.obolibrary.org/obo/UBERON_0007214
UBERON:0007215	trabecula cranii	http://purl.obolibrary.org/obo/UBERON_0007215
UBERON:0007220	late embryonic stage	http://purl.obolibrary.org/obo/UBERON_0007220
UBERON:0007221	neonate stage	http://purl.obolibrary.org/obo/UBERON_0007221
UBERON:0007222	late adult stage	http://purl.obolibrary.org/obo/UBERON_0007222
UBERON:0007223	osseus cochlea	http://purl.obolibrary.org/obo/UBERON_0007223
UBERON:0007224	medial entorhinal cortex	http://purl.obolibrary.org/obo/UBERON_0007224
UBERON:0007225	lateral entorhinal cortex	http://purl.obolibrary.org/obo/UBERON_0007225
UBERON:0007227	superior vestibular nucleus	http://purl.obolibrary.org/obo/UBERON_0007227
UBERON:0007228	vestibular nucleus	http://purl.obolibrary.org/obo/UBERON_0007228
UBERON:0007230	lateral vestibular nucleus	http://purl.obolibrary.org/obo/UBERON_0007230
UBERON:0007232	2 cell stage	http://purl.obolibrary.org/obo/UBERON_0007232
UBERON:0007233	4 cell stage	http://purl.obolibrary.org/obo/UBERON_0007233
UBERON:0007236	8 cell stage	http://purl.obolibrary.org/obo/UBERON_0007236
UBERON:0007237	1st arch mandibular component	http://purl.obolibrary.org/obo/UBERON_0007237
UBERON:0007238	1st arch maxillary component	http://purl.obolibrary.org/obo/UBERON_0007238
UBERON:0007239	tunica media of artery	http://purl.obolibrary.org/obo/UBERON_0007239
UBERON:0007240	tunica adventitia of artery	http://purl.obolibrary.org/obo/UBERON_0007240
UBERON:0007241	tunica adventitia of vein	http://purl.obolibrary.org/obo/UBERON_0007241
UBERON:0007242	tunica intima of vein	http://purl.obolibrary.org/obo/UBERON_0007242
UBERON:0007243	tunica media of vein	http://purl.obolibrary.org/obo/UBERON_0007243
UBERON:0007244	inferior olivary nucleus	http://purl.obolibrary.org/obo/UBERON_0007244
UBERON:0007245	nuclear complex of neuraxis	http://purl.obolibrary.org/obo/UBERON_0007245
UBERON:0007247	nucleus of superior olivary complex	http://purl.obolibrary.org/obo/UBERON_0007247
UBERON:0007249	dorsal accessory inferior olivary nucleus	http://purl.obolibrary.org/obo/UBERON_0007249
UBERON:0007250	lingual tonsil	http://purl.obolibrary.org/obo/UBERON_0007250
UBERON:0007251	preoptic nucleus	http://purl.obolibrary.org/obo/UBERON_0007251
UBERON:0007252	intervertebral disk of cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007252
UBERON:0007254	intervertebral disk of thoracic vertebra	http://purl.obolibrary.org/obo/UBERON_0007254
UBERON:0007255	intervertebral disk of lumbar vertebra	http://purl.obolibrary.org/obo/UBERON_0007255
UBERON:0007257	intervertebral disk of sacral vertebra	http://purl.obolibrary.org/obo/UBERON_0007257
UBERON:0007260	intervertebral disk of third cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007260
UBERON:0007261	intervertebral disk of fourth cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007261
UBERON:0007262	intervertebral disk of fifth cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007262
UBERON:0007263	intervertebral disk of sixth cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007263
UBERON:0007264	intervertebral disk of seventh cervical vertebra	http://purl.obolibrary.org/obo/UBERON_0007264
UBERON:0007265	intervertebral disk of axis	http://purl.obolibrary.org/obo/UBERON_0007265
UBERON:0007266	intervertebral disk of atlas	http://purl.obolibrary.org/obo/UBERON_0007266
UBERON:0007267	trachea pre-cartilage rings	http://purl.obolibrary.org/obo/UBERON_0007267
UBERON:0007268	upper esophageal sphincter	http://purl.obolibrary.org/obo/UBERON_0007268
UBERON:0007269	pectoral appendage musculature	http://purl.obolibrary.org/obo/UBERON_0007269
UBERON:0007270	pelvic appendage musculature	http://purl.obolibrary.org/obo/UBERON_0007270
UBERON:0007271	appendage musculature	http://purl.obolibrary.org/obo/UBERON_0007271
UBERON:0007272	pectoral appendage skeleton	http://purl.obolibrary.org/obo/UBERON_0007272
UBERON:0007273	pelvic appendage skeleton	http://purl.obolibrary.org/obo/UBERON_0007273
UBERON:0007274	crista of ampulla of anterior semicircular duct of membranous laybrinth	http://purl.obolibrary.org/obo/UBERON_0007274
UBERON:0007275	crista of ampulla of posterior semicircular duct of membranous laybrinth	http://purl.obolibrary.org/obo/UBERON_0007275
UBERON:0007276	crista of ampulla of lateral semicircular duct of membranous laybrinth	http://purl.obolibrary.org/obo/UBERON_0007276
UBERON:0007277	presumptive hindbrain	http://purl.obolibrary.org/obo/UBERON_0007277
UBERON:0007278	presumptive sinus venosus	http://purl.obolibrary.org/obo/UBERON_0007278
UBERON:0007279	presumptive atrioventricular canal	http://purl.obolibrary.org/obo/UBERON_0007279
UBERON:0007280	presumptive endocardium	http://purl.obolibrary.org/obo/UBERON_0007280
UBERON:0007281	presumptive midbrain hindbrain boundary	http://purl.obolibrary.org/obo/UBERON_0007281
UBERON:0007282	presumptive segmental plate	http://purl.obolibrary.org/obo/UBERON_0007282
UBERON:0007283	presumptive shield	http://purl.obolibrary.org/obo/UBERON_0007283
UBERON:0007284	presumptive neural plate	http://purl.obolibrary.org/obo/UBERON_0007284
UBERON:0007285	presumptive paraxial mesoderm	http://purl.obolibrary.org/obo/UBERON_0007285
UBERON:0007286	presumptive floor plate	http://purl.obolibrary.org/obo/UBERON_0007286
UBERON:0007287	presumptive bulbus arteriosus	http://purl.obolibrary.org/obo/UBERON_0007287
UBERON:0007288	presumptive forebrain midbrain boundary	http://purl.obolibrary.org/obo/UBERON_0007288
UBERON:0007289	presumptive rhombomere 1	http://purl.obolibrary.org/obo/UBERON_0007289
UBERON:0007290	presumptive rhombomere 3	http://purl.obolibrary.org/obo/UBERON_0007290
UBERON:0007291	presumptive rhombomere 4	http://purl.obolibrary.org/obo/UBERON_0007291
UBERON:0007292	presumptive rhombomere 5	http://purl.obolibrary.org/obo/UBERON_0007292
UBERON:0007293	presumptive rhombomere 6	http://purl.obolibrary.org/obo/UBERON_0007293
UBERON:0007294	presumptive rhombomere 7	http://purl.obolibrary.org/obo/UBERON_0007294
UBERON:0007295	presumptive rhombomere 8	http://purl.obolibrary.org/obo/UBERON_0007295
UBERON:0007296	presumptive rhombomere 2	http://purl.obolibrary.org/obo/UBERON_0007296
UBERON:0007297	presumptive pronephric mesoderm	http://purl.obolibrary.org/obo/UBERON_0007297
UBERON:0007298	pronephric proximal convoluted tubule	http://purl.obolibrary.org/obo/UBERON_0007298
UBERON:0007299	choroid plexus of tectal ventricle	http://purl.obolibrary.org/obo/UBERON_0007299
UBERON:0007300	pectoral appendage blood vessel	http://purl.obolibrary.org/obo/UBERON_0007300
UBERON:0007301	appendage blood vessel	http://purl.obolibrary.org/obo/UBERON_0007301
UBERON:0007302	pectoral appendage vasculature	http://purl.obolibrary.org/obo/UBERON_0007302
UBERON:0007303	pharyngeal vasculature	http://purl.obolibrary.org/obo/UBERON_0007303
UBERON:0007304	appendage vasculature	http://purl.obolibrary.org/obo/UBERON_0007304
UBERON:0007306	pronephric glomerular capillary	http://purl.obolibrary.org/obo/UBERON_0007306
UBERON:0007307	pronephric glomerular basement membrane	http://purl.obolibrary.org/obo/UBERON_0007307
UBERON:0007308	pronephric distal early tubule	http://purl.obolibrary.org/obo/UBERON_0007308
UBERON:0007311	sputum	http://purl.obolibrary.org/obo/UBERON_0007311
UBERON:0007312	pudendal artery	http://purl.obolibrary.org/obo/UBERON_0007312
UBERON:0007314	superior external pudendal artery	http://purl.obolibrary.org/obo/UBERON_0007314
UBERON:0007315	internal pudendal artery	http://purl.obolibrary.org/obo/UBERON_0007315
UBERON:0007316	deep external pudendal artery	http://purl.obolibrary.org/obo/UBERON_0007316
UBERON:0007317	superficial external pudendal artery	http://purl.obolibrary.org/obo/UBERON_0007317
UBERON:0007318	saphenous vein	http://purl.obolibrary.org/obo/UBERON_0007318
UBERON:0007319	medial saphenous vein	http://purl.obolibrary.org/obo/UBERON_0007319
UBERON:0007321	lateral saphenous vein	http://purl.obolibrary.org/obo/UBERON_0007321
UBERON:0007324	pancreatic lobule	http://purl.obolibrary.org/obo/UBERON_0007324
UBERON:0007329	pancreatic duct	http://purl.obolibrary.org/obo/UBERON_0007329
UBERON:0007330	rhamphotheca	http://purl.obolibrary.org/obo/UBERON_0007330
UBERON:0007331	maxillary rhamphotheca	http://purl.obolibrary.org/obo/UBERON_0007331
UBERON:0007332	mandibular rhamphotheca	http://purl.obolibrary.org/obo/UBERON_0007332
UBERON:0007334	nidopallium	http://purl.obolibrary.org/obo/UBERON_0007334
UBERON:0007347	hyperpallium	http://purl.obolibrary.org/obo/UBERON_0007347
UBERON:0007349	mesopallium	http://purl.obolibrary.org/obo/UBERON_0007349
UBERON:0007350	arcopallium	http://purl.obolibrary.org/obo/UBERON_0007350
UBERON:0007351	nucleus isthmo-opticus	http://purl.obolibrary.org/obo/UBERON_0007351
UBERON:0007352	stria vascularis vasculature	http://purl.obolibrary.org/obo/UBERON_0007352
UBERON:0007354	cartilage of pharyngotympanic tube	http://purl.obolibrary.org/obo/UBERON_0007354
UBERON:0007355	bony part of pharyngotympanic tube	http://purl.obolibrary.org/obo/UBERON_0007355
UBERON:0007356	crop	http://purl.obolibrary.org/obo/UBERON_0007356
UBERON:0007357	proventriculus	http://purl.obolibrary.org/obo/UBERON_0007357
UBERON:0007358	abomasum	http://purl.obolibrary.org/obo/UBERON_0007358
UBERON:0007359	ruminant forestomach	http://purl.obolibrary.org/obo/UBERON_0007359
UBERON:0007361	ruminant reticulum	http://purl.obolibrary.org/obo/UBERON_0007361
UBERON:0007362	omasum	http://purl.obolibrary.org/obo/UBERON_0007362
UBERON:0007364	reticulorumen	http://purl.obolibrary.org/obo/UBERON_0007364
UBERON:0007365	rumen	http://purl.obolibrary.org/obo/UBERON_0007365
UBERON:0007366	ruminant stomach	http://purl.obolibrary.org/obo/UBERON_0007366
UBERON:0007367	surface of tongue	http://purl.obolibrary.org/obo/UBERON_0007367
UBERON:0007371	superior surface of tongue	http://purl.obolibrary.org/obo/UBERON_0007371
UBERON:0007373	inferior surface of tongue	http://purl.obolibrary.org/obo/UBERON_0007373
UBERON:0007374	incus cartilage element	http://purl.obolibrary.org/obo/UBERON_0007374
UBERON:0007375	roof of mouth	http://purl.obolibrary.org/obo/UBERON_0007375
UBERON:0007376	outer epithelium	http://purl.obolibrary.org/obo/UBERON_0007376
UBERON:0007377	stratum compactum of dermis	http://purl.obolibrary.org/obo/UBERON_0007377
UBERON:0007378	egg yolk	http://purl.obolibrary.org/obo/UBERON_0007378
UBERON:0007379	shelled egg	http://purl.obolibrary.org/obo/UBERON_0007379
UBERON:0007380	dermal scale	http://purl.obolibrary.org/obo/UBERON_0007380
UBERON:0007381	epidermal scale	http://purl.obolibrary.org/obo/UBERON_0007381
UBERON:0007383	enveloping layer of ectoderm	http://purl.obolibrary.org/obo/UBERON_0007383
UBERON:0007384	appendage lymph vessel	http://purl.obolibrary.org/obo/UBERON_0007384
UBERON:0007385	pectoral appendage lymph vessel	http://purl.obolibrary.org/obo/UBERON_0007385
UBERON:0007386	pelvic appendage lymph vessel	http://purl.obolibrary.org/obo/UBERON_0007386
UBERON:0007389	paired limb/fin cartilage	http://purl.obolibrary.org/obo/UBERON_0007389
UBERON:0007390	pectoral appendage cartilage tissue	http://purl.obolibrary.org/obo/UBERON_0007390
UBERON:0007391	pelvic appendage cartilage tissue	http://purl.obolibrary.org/obo/UBERON_0007391
UBERON:0007412	midbrain raphe nuclei	http://purl.obolibrary.org/obo/UBERON_0007412
UBERON:0007413	nucleus of pontine reticular formation	http://purl.obolibrary.org/obo/UBERON_0007413
