Subject	Object
CHEBI:16189	reaxys:3648446
CHEBI:16189	pubmed:30398859
CHEBI:16189	pubmed:19812358
CHEBI:16189	pubmed:19628332
CHEBI:16189	pubmed:19544990
CHEBI:16189	pubmed:19244483
CHEBI:16189	pubmed:19047345
CHEBI:16189	pubmed:18846414
CHEBI:16189	pubmed:18815700
CHEBI:16189	pubmed:18398178
CHEBI:16189	pubmed:17709180
CHEBI:16189	pubmed:17439666
CHEBI:16189	pubmed:17420092
CHEBI:16189	pubmed:17120760
CHEBI:16189	pubmed:16742518
CHEBI:16189	pubmed:16742508
CHEBI:16189	pubmed:16656509
CHEBI:16189	pubmed:16534979
CHEBI:16189	pubmed:16483812
CHEBI:16189	pubmed:16348007
CHEBI:16189	pubmed:16347366
CHEBI:16189	pubmed:16345535
CHEBI:16189	pubmed:16186560
CHEBI:16189	pubmed:15984785
CHEBI:16189	pubmed:15093386
CHEBI:16189	pubmed:14597181
CHEBI:16189	pubmed:12668033
CHEBI:16189	pubmed:12166931
CHEBI:16189	pubmed:11798107
CHEBI:16189	pubmed:11581495
CHEBI:16189	pubmed:11452993
CHEBI:16189	pubmed:11200094
CHEBI:16189	pdb-ccd:SO4
CHEBI:16189	metacyc.compound:SULFATE
CHEBI:16189	kegg.drug:D05963
CHEBI:16189	kegg.compound:C00059
CHEBI:16189	hmdb:HMDB0001448
CHEBI:16189	gmelin:2120
CHEBI:16189	cas:14808-79-8
CHEBI:16234	pdb-ccd:OH
CHEBI:16234	kegg.compound:C01328
CHEBI:16234	gmelin:24714
CHEBI:16234	cas:14280-30-9
CHEBI:16247	kegg.compound:C00865
CHEBI:16335	ymdb:YMDB00058
CHEBI:16335	wikipedia.en:Adenosine
CHEBI:16335	reaxys:93029
CHEBI:16335	pubmed:323854
CHEBI:16335	pubmed:18000974
CHEBI:16335	pubmed:17190852
CHEBI:16335	pubmed:16917093
CHEBI:16335	pubmed:16183671
CHEBI:16335	pubmed:11978011
CHEBI:16335	pubmed:11820865
CHEBI:16335	pubmed:11213237
CHEBI:16335	pdb-ccd:ArS00
CHEBI:16335	pdb-ccd:ArF00
CHEBI:16335	pdb-ccd:ADN
CHEBI:16335	metacyc.compound:ADENOSINE
CHEBI:16335	lincs.smallmolecule:LSM-28568
CHEBI:16335	knapsack:C00007444
CHEBI:16335	kegg.drug:D00045
CHEBI:16335	kegg.compound:C00212
CHEBI:16335	hmdb:HMDB0000050
CHEBI:16335	gmelin:53385
CHEBI:16335	ecmdb:ECMDB00050
CHEBI:16335	drugcentral:90
CHEBI:16335	drugbank:DB00640
CHEBI:16335	cas:58-61-7
CHEBI:16336	wikipedia.en:Hyaluronan
CHEBI:16336	reaxys:8187837
CHEBI:16336	pubmed:18290544
CHEBI:16336	pubmed:18056362
CHEBI:16336	pubmed:11122186
CHEBI:16336	kegg.glycan:G10505
CHEBI:16336	kegg.drug:D08043
CHEBI:16336	kegg.compound:C00518
CHEBI:16336	hmdb:HMDB0010366
CHEBI:16336	cas:9004-61-9
CHEBI:16336	beilstein:8538277
CHEBI:16526	wikipedia.en:Carbon_dioxide
CHEBI:16526	umbbd.compound:c0131
CHEBI:16526	reaxys:1900390
CHEBI:16526	pubmed:9730350
CHEBI:16526	pubmed:9611769
CHEBI:16526	pubmed:8869828
CHEBI:16526	pubmed:8818713
CHEBI:16526	pubmed:8482095
CHEBI:16526	pubmed:24258718
CHEBI:16526	pubmed:23828359
CHEBI:16526	pubmed:23384758
CHEBI:16526	pubmed:19854893
CHEBI:16526	pubmed:19259576
CHEBI:16526	pubmed:19043767
CHEBI:16526	pubmed:17884085
CHEBI:16526	pubmed:17878298
CHEBI:16526	pubmed:17448243
